Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET
29,13,30,238,121,2.3,60.66,5,28.05897347
29,14,0,191,37,2.3,61.47,5,19.51928589
29,14,30,143,7,2.2,65.94,4,13.70118779
29,15,0,127,9,2.1,72.96,4,12.19968776
29,15,30,76,0,1.6,78.37,3,7.1322035370000005
29,16,0,39,0,1.1,79.4,2,3.659986775
29,16,30,20,0,1.0,85.34,1,1.8769369230000001
29,17,0,5,0,1.0,81.9,1,0.469234231
29,17,30,0,0,1.0,81.9,0,0.0
29,18,0,0,0,1.0,84.86,0,0.0
29,18,30,0,0,1.0,84.85,0,0.0
29,19,0,0,0,1.0,88.66,0,0.0
29,19,30,0,0,1.0,88.65,0,0.0
29,20,0,0,0,1.0,87.07,0,0.0
29,20,30,0,0,1.0,87.04,0,0.0
29,21,0,0,0,1.1,85.08,0,0.0
29,21,30,0,0,1.1,85.05,0,0.0
29,22,0,0,0,1.2,81.33,0,0.0
29,22,30,0,0,1.2,81.3,0,0.0
29,23,0,0,0,1.3,78.31,0,0.0
29,23,30,0,0,1.3,78.27,0,0.0
30,0,0,0,0,1.3,76.19,-1,0.0
30,0,30,0,0,1.2,76.16,-1,0.0
30,1,0,0,0,1.2,79.72,-1,0.0
30,1,30,0,0,1.1,79.69,-1,0.0
30,2,0,0,0,1.1,77.63,-1,0.0
30,2,30,0,0,1.0,77.6,-1,0.0
30,3,0,0,0,0.9,75.43,-2,0.0
30,3,30,0,0,0.7,75.39,-2,0.0
30,4,0,0,0,0.6,74.92,-2,0.0
30,4,30,0,0,0.6,74.9,-2,0.0
30,5,0,0,0,0.6,80.46,-2,0.0
30,5,30,0,0,0.6,74.67,-2,0.0
30,6,0,0,0,0.6,76.33,-2,0.0
30,6,30,0,0,0.7,76.32,-1,0.0
30,7,0,0,0,0.8,80.92,-1,0.0
30,7,30,5,0,0.9,75.14,0,0.469239388
30,8,0,19,0,1.0,73.84,0,1.7831096730000002
30,8,30,35,0,1.0,68.64,0,3.284675713
30,9,0,125,159,1.0,75.05,1,16.14165753
30,9,30,156,70,1.4,75.03,2,16.98609247
30,10,0,171,35,1.8,74.14,3,17.45512971
30,10,30,190,32,2.2,74.11,3,19.33202538
30,11,0,110,0,2.6,71.1,4,10.32281272
30,11,30,63,0,2.8,71.07,4,5.912156376
30,12,0,117,0,3.1,72.23,4,10.97971898
30,12,30,131,0,3.3,72.22,3,12.29366662
30,13,0,183,13,3.5,73.23,3,17.83050884
30,13,30,141,2,3.4,78.65,2,13.32610569
30,14,0,90,0,3.4,78.88,2,8.446123327999999
30,14,30,49,0,2.9,84.78,1,4.59849546
30,15,0,154,70,2.5,84.35,1,16.8924323
30,15,30,30,0,1.9,84.35,0,2.815436325
30,16,0,52,0,1.3,88.12,0,4.88008963
30,16,30,28,0,0.9,94.84,0,2.62774057
30,17,0,8,0,0.6,95.71,-1,0.750791271
30,17,30,0,0,0.7,95.73,-1,0.0
30,18,0,0,0,0.9,98.61,-2,0.0
30,18,30,0,0,1.0,98.62,-2,0.0
30,19,0,0,0,1.2,94.09,-2,0.0
30,19,30,0,0,1.1,94.09,-2,0.0
30,20,0,0,0,1.0,96.63,-3,0.0
30,20,30,0,0,1.0,96.66,-3,0.0
30,21,0,0,0,1.0,93.41,-3,0.0
30,21,30,0,0,1.5,93.44,-3,0.0
30,22,0,0,0,2.0,90.49,-3,0.0
30,22,30,0,0,2.2,90.52,-3,0.0
30,23,0,0,0,2.4,93.29,-4,0.0
30,23,30,0,0,2.4,93.32,-4,0.0
31,0,0,0,0,2.5,89.18,-5,0.0
31,0,30,0,0,2.8,89.21,-5,0.0
31,1,0,0,0,3.2,86.57,-5,0.0
31,1,30,0,0,3.3,86.59,-5,0.0
31,2,0,0,0,3.4,89.16,-5,0.0
31,2,30,0,0,3.2,89.19,-5,0.0
31,3,0,0,0,3.0,83.51,-5,0.0
31,3,30,0,0,2.8,83.53,-5,0.0
31,4,0,0,0,2.6,84.94,-6,0.0
31,4,30,0,0,2.3,84.97,-6,0.0
31,5,0,0,0,2.0,80.36,-6,0.0
31,5,30,0,0,1.8,80.38,-6,0.0
31,6,0,0,0,1.6,81.98,-7,0.0
31,6,30,0,0,1.6,75.85,-7,0.0
31,7,0,0,0,1.6,71.55,-7,0.0
31,7,30,22,254,2.0,66.24,-6,3.284892301
31,8,0,46,526,2.5,65.72,-5,11.26236413
31,8,30,34,0,2.9,60.89,-4,3.190968102
31,9,0,64,0,3.4,55.48,-4,6.006528192
31,9,30,110,0,3.8,51.45,-3,10.32360688
31,10,0,173,35,4.3,50.47,-2,17.64378877
31,10,30,188,28,4.5,46.83,-1,18.86363068
31,11,0,240,98,4.7,47.3,-1,27.21618357
31,11,30,247,73,4.9,43.91,0,26.84049297
31,12,0,258,285,5.2,44.62,0,38.85302129
31,12,30,255,302,5.3,44.61,0,39.41610855
31,13,0,256,106,5.4,45.11,0,29.37438566
31,13,30,194,21,5.3,45.12,0,19.23881489
31,14,0,181,22,5.2,45.65,0,18.01879248
31,14,30,131,0,4.7,45.66,0,12.29407195
31,15,0,111,0,4.3,46.22,-1,10.41722889
31,15,30,106,7,3.3,49.78,-2,10.13579355
31,16,0,87,62,2.4,53.94,-3,9.478948134
31,16,30,51,39,1.5,58.16,-4,5.2557121680000005
31,17,0,16,0,0.6,67.87,-5,1.50164855
31,17,30,0,0,0.5,67.87,-5,0.0
31,18,0,0,0,0.5,66.52,-6,0.0
31,18,30,0,0,0.9,66.52,-6,0.0
31,19,0,0,0,1.3,65.48,-6,0.0
31,19,30,0,0,1.6,65.45,-5,0.0
31,20,0,0,0,2.0,65.71,-5,0.0
31,20,30,0,0,2.2,60.85,-5,0.0
31,21,0,0,0,2.5,62.12,-5,0.0
31,21,30,0,0,2.8,62.1,-4,0.0
31,22,0,0,0,3.2,63.84,-4,0.0
31,22,30,0,0,3.2,59.15,-3,0.0
31,23,0,0,0,3.3,61.26,-3,0.0
31,23,30,0,0,3.2,61.24,-3,0.0
32,0,0,0,0,3.1,62.96,-3,0.0
32,0,30,0,0,2.9,58.37,-3,0.0
32,1,0,0,0,2.8,59.81,-3,0.0
32,1,30,0,0,2.7,59.79,-3,0.0
32,2,0,0,0,2.7,61.03,-3,0.0
32,2,30,0,0,2.6,61.02,-2,0.0
32,3,0,0,0,2.5,62.5,-2,0.0
32,3,30,0,0,2.3,62.49,-2,0.0
32,4,0,0,0,2.1,63.96,-2,0.0
32,4,30,0,0,1.9,63.97,-2,0.0
32,5,0,0,0,1.8,66.39,-2,0.0
32,5,30,0,0,1.6,66.4,-2,0.0
32,6,0,0,0,1.5,68.02,-2,0.0
32,6,30,0,0,1.3,63.15,-1,0.0
32,7,0,0,0,1.2,64.86,-1,0.0
32,7,30,15,0,1.5,55.99,0,1.4077181630000002
32,8,0,49,0,1.9,57.16,1,4.59849546
32,8,30,35,0,2.8,57.17,2,3.2846035160000002
32,9,0,75,0,3.8,53.5,3,7.038358753
32,9,30,140,20,4.4,53.52,3,13.88902794
32,10,0,60,920,5.1,53.33,4,42.69890716
32,10,30,63,947,5.3,49.69,4,48.32953228
32,11,0,224,49,5.5,48.65,5,23.36683744
32,11,30,262,203,5.4,48.64,5,34.81564935
32,12,0,255,315,5.4,49.52,6,40.25808469
32,12,30,187,12,5.1,49.5,6,18.20528771
32,13,0,178,575,4.8,45.6,6,45.79474435
32,13,30,159,600,4.6,48.9,6,43.91791057
32,14,0,62,965,4.4,48.03,6,48.98536179
32,14,30,59,940,3.8,51.54,5,43.35533693
32,15,0,55,902,3.3,55.19,5,36.50481832
32,15,30,50,848,2.5,63.65,3,28.71650371
32,16,0,45,750,1.7,67.26,1,19.98937822
32,16,30,35,611,1.6,72.34,0,11.35559318
32,17,0,19,322,1.6,71.02,0,3.37852359
32,17,30,0,0,1.6,71.02,0,0.0
32,18,0,0,0,1.6,71.04,0,0.0
32,18,30,0,0,1.6,71.03,0,0.0
32,19,0,0,0,1.7,70.36,0,0.0
32,19,30,0,0,1.7,70.34,0,0.0
32,20,0,0,0,1.7,69.24,0,0.0
32,20,30,0,0,1.8,69.22,0,0.0
32,21,0,0,0,1.9,68.85,-1,0.0
32,21,30,0,0,2.1,68.83,0,0.0
32,22,0,0,0,2.4,68.96,0,0.0
32,22,30,0,0,2.6,68.94,0,0.0
32,23,0,0,0,2.9,69.29,0,0.0
32,23,30,0,0,3.2,69.27,0,0.0
33,0,0,0,0,3.5,69.61,0,0.0
33,0,30,0,0,3.5,64.68,0,0.0
33,1,0,0,0,3.5,65.22,0,0.0
33,1,30,0,0,3.3,65.21,0,0.0
33,2,0,0,0,3.2,66.35,0,0.0
33,2,30,0,0,3.1,66.35,0,0.0
33,3,0,0,0,3.0,68.08,0,0.0
33,3,30,0,0,2.8,68.08,0,0.0
33,4,0,0,0,2.7,69.89,0,0.0
33,4,30,0,0,2.6,69.89,0,0.0
33,5,0,0,0,2.5,70.7,0,0.0
33,5,30,0,0,2.3,70.71,0,0.0
33,6,0,0,0,2.2,70.67,0,0.0
33,6,30,0,0,2.1,70.68,0,0.0
33,7,0,0,0,2.0,73.71,0,0.0
33,7,30,20,219,2.4,68.55,1,3.0969459219999997
33,8,0,43,403,2.8,66.01,3,9.572167904
33,8,30,89,216,3.3,61.51,4,13.04428153
33,9,0,52,823,3.9,60.07,6,28.62171522
33,9,30,58,878,4.5,56.02,7,36.316334600000005
33,10,0,60,920,5.1,53.65,8,43.07238856
33,10,30,63,946,5.1,53.63,8,48.70276615
33,11,0,66,963,5.1,49.29,9,53.01880625
33,11,30,67,973,4.9,49.27,9,55.92780269
33,12,0,71,970,4.7,45.47,9,57.24154303
33,12,30,226,450,4.5,45.46,9,44.66717128
33,13,0,72,958,4.3,45.35,10,55.55183774
33,13,30,70,946,4.0,48.54,9,52.54961327
33,14,0,202,377,3.8,48.84,9,35.94018193
33,14,30,176,375,3.0,52.31,8,31.81163338
33,15,0,58,871,2.2,59.01,8,35.94057695
33,15,30,109,386,1.7,67.81,6,21.30206346
33,16,0,91,71,1.3,68.04,4,10.04128146
33,16,30,51,224,1.3,73.05,3,7.882961804
33,17,0,20,120,1.3,71.77,3,2.533809151
33,17,30,0,0,1.2,71.78,3,0.0
33,18,0,0,0,1.2,71.98,3,0.0
33,18,30,0,0,1.1,71.98,3,0.0
33,19,0,0,0,1.1,72.72,3,0.0
33,19,30,0,0,1.1,72.72,2,0.0
33,20,0,0,0,1.2,73.28,2,0.0
33,20,30,0,0,1.3,78.74,2,0.0
33,21,0,0,0,1.5,78.2,2,0.0
33,21,30,0,0,1.7,78.16,1,0.0
33,22,0,0,0,1.9,76.61,1,0.0
33,22,30,0,0,2.1,76.58,1,0.0
33,23,0,0,0,2.4,76.5,1,0.0
33,23,30,0,0,2.8,76.47,1,0.0
34,0,0,0,0,3.2,77.35,1,0.0
34,0,30,0,0,3.5,77.35,1,0.0
34,1,0,0,0,3.8,78.75,1,0.0
34,1,30,0,0,3.8,78.75,1,0.0
34,2,0,0,0,3.9,79.76,1,0.0
34,2,30,0,0,3.7,79.77,0,0.0
34,3,0,0,0,3.6,79.29,0,0.0
34,3,30,0,0,3.0,79.31,0,0.0
34,4,0,0,0,2.5,83.92,0,0.0
34,4,30,0,0,2.2,83.97,0,0.0
34,5,0,0,0,2.0,89.35,0,0.0
34,5,30,0,0,3.0,89.44,0,0.0
34,6,0,0,0,4.1,91.76,-1,0.0
34,6,30,0,0,4.6,91.86,-2,0.0
34,7,0,0,0,5.3,87.95,-3,0.0
34,7,30,6,0,4.8,87.99,-3,0.56310583
34,8,0,18,0,4.4,87.37,-3,1.689317489
34,8,30,45,0,3.8,81.03,-2,4.223247311000001
34,9,0,45,0,3.2,75.77,-2,4.223247311000001
34,9,30,110,0,2.8,70.35,-1,10.32337998
34,10,0,76,0,2.4,74.03,0,7.13243869
34,10,30,154,5,2.4,68.78,0,14.73411677
34,11,0,234,60,2.5,67.34,1,24.86941422
34,11,30,151,4,2.5,67.31,1,14.35856746
34,12,0,98,0,2.5,69.96,2,9.196889846
34,12,30,99,0,2.4,69.93,2,9.29073566
34,13,0,99,0,2.3,66.51,3,9.290633554
34,13,30,82,0,2.2,66.51,3,7.695272237
34,14,0,81,0,2.2,67.36,3,7.6014274529999994
34,14,30,105,0,2.1,72.41,2,9.853810549
34,15,0,68,0,2.0,72.72,2,6.381515403
34,15,30,65,0,1.7,72.74,1,6.1000449979999996
34,16,0,44,0,1.5,71.97,0,4.12930661
34,16,30,11,0,1.0,77.41,0,1.032326653
34,17,0,3,0,0.6,76.27,0,0.281543633
34,17,30,0,0,0.7,76.28,0,0.0
34,18,0,0,0,0.8,81.48,-1,0.0
34,18,30,0,0,0.9,81.48,-1,0.0
34,19,0,0,0,1.0,82.4,-2,0.0
34,19,30,0,0,1.1,82.39,-1,0.0
34,20,0,0,0,1.3,85.15,-1,0.0
34,20,30,0,0,1.4,79.07,0,0.0
34,21,0,0,0,1.6,81.49,0,0.0
34,21,30,0,0,1.7,81.5,0,0.0
34,22,0,0,0,1.8,81.2,0,0.0
34,22,30,0,0,1.8,81.2,0,0.0
34,23,0,0,0,1.9,78.79,0,0.0
34,23,30,0,0,1.9,78.79,0,0.0
35,0,0,0,0,2.0,75.86,0,0.0
35,0,30,0,0,2.0,75.86,0,0.0
35,1,0,0,0,2.0,77.75,-1,0.0
35,1,30,0,0,2.0,77.74,-1,0.0
35,2,0,0,0,2.0,73.88,-1,0.0
35,2,30,0,0,2.0,68.6,0,0.0
35,3,0,0,0,2.1,66.78,0,0.0
35,3,30,0,0,2.1,66.77,0,0.0
35,4,0,0,0,2.2,66.2,0,0.0
35,4,30,0,0,2.3,66.2,0,0.0
35,5,0,0,0,2.4,66.13,0,0.0
35,5,30,0,0,2.5,66.15,0,0.0
35,6,0,0,0,2.6,66.4,0,0.0
35,6,30,0,0,2.7,61.72,0,0.0
35,7,0,0,0,2.9,61.68,1,0.0
35,7,30,20,0,3.4,57.41,2,1.876916295
35,8,0,56,19,3.9,60.6,4,5.536781368
35,8,30,91,34,4.4,56.46,5,9.290429342000001
35,9,0,117,354,4.9,51.3,6,21.39590515
35,9,30,85,0,5.1,51.3,7,7.976455919
35,10,0,140,3,5.4,48.86,8,13.23138734
35,10,30,172,12,5.5,45.61,9,16.70326993
35,11,0,170,8,5.6,42.62,10,16.42157366
35,11,30,268,220,5.6,42.6,10,36.59664986
35,12,0,277,130,5.6,42.64,10,32.84314731
35,12,30,95,0,5.4,42.63,10,8.914568556
35,13,0,93,0,5.3,40.33,10,8.726893429
35,13,30,135,0,4.9,43.14,10,12.66807111
35,14,0,48,0,4.6,45.84,10,4.50420306
35,14,30,191,305,3.8,49.07,9,30.59138201
35,15,0,170,179,3.0,55.45,9,22.33358564
35,15,30,114,12,2.5,63.66,7,11.07319763
35,16,0,31,0,2.1,71.27,5,2.909124339
35,16,30,55,17,2.1,82.2,3,5.442997436000001
35,17,0,20,0,2.2,79.28,2,1.876916295
35,17,30,0,0,2.5,79.29,2,0.0
35,18,0,0,0,2.9,78.63,2,0.0
35,18,30,0,0,3.4,78.63,2,0.0
35,19,0,0,0,4.0,72.93,3,0.0
35,19,30,0,0,4.0,72.92,3,0.0
35,20,0,0,0,4.1,70.95,3,0.0
35,20,30,0,0,4.0,70.94,2,0.0
35,21,0,0,0,3.9,68.33,2,0.0
35,21,30,0,0,3.7,73.44,2,0.0
35,22,0,0,0,3.6,71.15,2,0.0
35,22,30,0,0,3.4,71.14,2,0.0
35,23,0,0,0,3.2,69.49,2,0.0
35,23,30,0,0,3.1,69.48,2,0.0
36,0,0,0,0,3.0,68.13,2,0.0
36,0,30,0,0,2.9,68.13,1,0.0
36,1,0,0,0,2.9,66.3,1,0.0
36,1,30,0,0,2.9,66.29,1,0.0
36,2,0,0,0,3.0,64.68,1,0.0
36,2,30,0,0,3.0,64.67,1,0.0
36,3,0,0,0,3.1,63.19,1,0.0
36,3,30,0,0,3.0,63.19,0,0.0
36,4,0,0,0,3.0,61.44,0,0.0
36,4,30,0,0,2.9,61.45,0,0.0
36,5,0,0,0,2.9,64.43,0,0.0
36,5,30,0,0,2.9,64.45,0,0.0
36,6,0,0,0,2.9,63.43,0,0.0
36,6,30,0,0,3.0,58.99,1,0.0
36,7,0,0,0,3.3,61.67,2,0.0
36,7,30,20,483,3.8,57.38,3,4.973773519
36,8,0,33,701,4.3,54.88,5,13.41950905
36,8,30,41,820,4.3,47.7,6,22.42816373
36,9,0,47,891,4.4,44.91,8,31.06091637
36,9,30,52,939,4.7,41.95,9,38.94301698
36,10,0,56,971,5.0,38.56,11,45.7922278
36,10,30,235,181,5.1,36.05,12,30.40270232
36,11,0,66,995,5.3,32.85,13,55.73767496
36,11,30,110,821,5.1,32.84,13,53.20414428
36,12,0,275,251,5.1,30.75,14,39.22237719
36,12,30,265,311,5.0,30.74,14,41.56821314
36,13,0,243,384,4.9,31.45,14,42.88188128
36,13,30,216,440,4.7,31.44,13,42.22551133
36,14,0,235,156,4.5,34.11,13,29.27635452
36,14,30,138,567,3.7,36.43,12,36.68968089
36,15,0,139,440,2.9,45.76,11,29.08932504
36,15,30,24,0,2.5,52.35,9,2.252126283
36,16,0,7,0,2.1,59.16,8,0.656877386
36,16,30,51,322,2.2,63.39,6,9.571852304
36,17,0,21,433,2.3,63.1,5,4.785978752
36,17,30,0,0,2.5,67.69,4,0.0
36,18,0,0,0,2.9,64.73,4,0.0
36,18,30,0,0,3.3,69.48,4,0.0
36,19,0,0,0,3.7,65.95,4,0.0
36,19,30,0,0,4.0,70.82,3,0.0
36,20,0,0,0,4.3,65.62,3,0.0
36,20,30,0,0,4.4,65.61,3,0.0
36,21,0,0,0,4.6,60.63,3,0.0
36,21,30,0,0,4.6,60.62,3,0.0
36,22,0,0,0,4.8,57.6,3,0.0
36,22,30,0,0,4.9,57.59,3,0.0
36,23,0,0,0,5.0,53.53,3,0.0
36,23,30,0,0,4.9,53.52,3,0.0
37,0,0,0,0,4.8,54.91,4,0.0
37,0,30,0,0,4.6,54.89,4,0.0
37,1,0,0,0,4.5,56.79,4,0.0
37,1,30,0,0,4.3,56.77,4,0.0
37,2,0,0,0,4.1,58.56,4,0.0
37,2,30,0,0,3.9,62.89,3,0.0
37,3,0,0,0,3.7,63.93,3,0.0
37,3,30,0,0,3.4,68.7,2,0.0
37,4,0,0,0,3.2,67.77,2,0.0
37,4,30,0,0,2.9,67.76,1,0.0
37,5,0,0,0,2.7,65.19,1,0.0
37,5,30,0,0,2.5,65.19,1,0.0
37,6,0,0,0,2.3,63.42,1,0.0
37,6,30,0,0,2.0,63.43,1,0.0
37,7,0,0,0,1.9,62.71,2,0.0
37,7,30,20,494,2.3,54.38,4,5.16140636
37,8,0,32,699,2.7,55.81,7,13.51305473
37,8,30,40,811,3.2,52.07,8,22.42767073
37,9,0,46,879,3.7,41.82,10,30.87255847
37,9,30,50,924,4.1,39.08,11,38.56681481
37,10,0,54,954,4.6,32.09,12,45.32254698
37,10,30,56,975,4.6,32.08,13,50.85828254
37,11,0,174,584,4.8,30.19,14,45.69688443
37,11,30,199,537,4.9,30.18,14,47.01055256
37,12,0,192,589,5.0,29.52,14,49.73172227
37,12,30,61,994,5.0,29.52,14,59.20889954
37,13,0,61,986,5.0,31.13,15,57.61309782
37,13,30,60,975,4.9,33.24,14,54.61106106
37,14,0,57,960,4.9,34.86,14,50.2947229
37,14,30,55,938,4.4,37.25,13,44.75904201
37,15,0,143,436,4.0,40.09,13,29.37018899
37,15,30,127,304,3.1,45.83,11,21.11321978
37,16,0,100,117,2.2,53.52,9,12.01134018
37,16,30,51,350,2.1,61.4,7,10.04095039
37,17,0,24,225,2.0,64.65,6,3.75366757
37,17,30,0,0,2.3,69.4,5,0.0
37,18,0,0,0,2.6,66.5,5,0.0
37,18,30,0,0,2.9,66.52,4,0.0
37,19,0,0,0,3.3,64.99,4,0.0
37,19,30,0,0,3.3,69.78,4,0.0
37,20,0,0,0,3.4,69.72,4,0.0
37,20,30,0,0,3.5,74.89,3,0.0
37,21,0,0,0,3.6,74.32,3,0.0
37,21,30,0,0,3.7,74.31,3,0.0
37,22,0,0,0,3.8,73.23,3,0.0
37,22,30,0,0,3.9,73.23,3,0.0
37,23,0,0,0,4.0,71.36,3,0.0
37,23,30,0,0,4.0,76.69,2,0.0
38,0,0,0,0,4.1,73.52,2,0.0
38,0,30,0,0,4.1,73.52,2,0.0
38,1,0,0,0,4.2,71.19,2,0.0
38,1,30,0,0,4.1,71.19,2,0.0
38,2,0,0,0,4.0,70.31,2,0.0
38,2,30,0,0,3.9,70.31,2,0.0
38,3,0,0,0,3.9,70.46,2,0.0
38,3,30,0,0,3.6,70.47,1,0.0
38,4,0,0,0,3.4,70.8,1,0.0
38,4,30,0,0,3.2,70.82,1,0.0
38,5,0,0,0,3.1,71.03,1,0.0
38,5,30,0,0,2.9,71.06,1,0.0
38,6,0,0,0,2.7,71.05,1,0.0
38,6,30,0,0,2.6,71.08,2,0.0
38,7,0,0,0,2.6,70.22,3,0.0
38,7,30,22,450,3.0,60.91,5,5.255192355
38,8,0,35,670,3.5,59.12,7,13.60689539
38,8,30,44,788,3.8,55.18,8,22.52151036
38,9,0,49,864,4.1,50.81,10,31.0602336
38,9,30,54,914,4.6,47.5,11,38.8483244
38,10,0,57,949,5.2,43.44,12,45.79172449
38,10,30,59,973,5.4,43.44,12,51.51569005
38,11,0,61,991,5.7,39.17,13,55.9253439
38,11,30,62,1002,5.8,39.16,13,58.92804692
38,12,0,62,1009,6.0,37.94,13,60.52323291
38,12,30,62,1010,5.9,37.93,13,60.61706738
38,13,0,60,1010,5.9,36.96,13,59.20955033
38,13,30,59,1001,5.5,36.96,13,56.20684731
38,14,0,56,989,5.1,36.53,13,51.8904617
38,14,30,53,967,4.4,39.05,12,46.26090199
38,15,0,50,936,3.8,39.92,12,39.41091042
38,15,30,46,889,2.6,45.68,10,31.52942142
38,16,0,40,819,1.5,56.32,9,22.89661721
38,16,30,33,706,1.2,64.67,7,13.98225802
38,17,0,21,498,1.0,65.55,5,5.442877796
38,17,30,0,0,0.7,70.39,4,0.0
38,18,0,0,0,0.4,67.26,4,0.0
38,18,30,0,0,0.5,72.26,3,0.0
38,19,0,0,0,0.6,70.1,3,0.0
38,19,30,0,0,0.7,75.34,2,0.0
38,20,0,0,0,0.9,73.65,2,0.0
38,20,30,0,0,1.0,73.65,1,0.0
38,21,0,0,0,1.2,72.44,1,0.0
38,21,30,0,0,1.2,72.44,1,0.0
38,22,0,0,0,1.3,71.55,1,0.0
38,22,30,0,0,1.4,71.55,0,0.0
38,23,0,0,0,1.5,76.3,0,0.0
38,23,30,0,0,1.6,76.29,0,0.0
39,0,0,0,0,1.7,75.77,0,0.0
39,0,30,0,0,1.8,75.75,0,0.0
39,1,0,0,0,1.9,80.75,0,0.0
39,1,30,0,0,2.0,80.72,0,0.0
39,2,0,0,0,2.1,78.77,0,0.0
39,2,30,0,0,2.3,78.74,0,0.0
39,3,0,0,0,2.5,75.96,0,0.0
39,3,30,0,0,2.7,70.57,0,0.0
39,4,0,0,0,2.9,66.06,0,0.0
39,4,30,0,0,3.0,66.05,0,0.0
39,5,0,0,0,3.1,61.02,0,0.0
39,5,30,0,0,3.1,61.02,0,0.0
39,6,0,0,0,3.2,60.33,0,0.0
39,6,30,0,0,3.5,56.11,1,0.0
39,7,0,0,0,3.8,62.68,2,0.0
39,7,30,22,487,3.9,54.28,4,5.63062512
39,8,0,35,693,4.0,54.54,6,14.17009508
39,8,30,43,807,3.7,47.45,7,23.1786425
39,9,0,49,880,3.4,45.94,9,31.81128375
39,9,30,53,927,3.1,42.92,10,39.69328947
39,10,0,56,962,2.9,41.08,12,46.636244
39,10,30,58,984,2.7,38.42,13,52.26579958
39,11,0,58,1003,2.6,36.2,14,56.67539670000001
39,11,30,59,1012,2.7,36.17,14,59.67806673
39,12,0,59,1017,2.8,34.5,15,61.08489688
39,12,30,59,1016,3.0,34.48,15,61.08489688
39,13,0,58,1011,3.3,35.33,15,59.58357837
39,13,30,57,1002,3.5,35.32,15,56.58094135
39,14,0,54,989,3.7,36.43,15,52.17081822
39,14,30,52,967,3.4,38.89,14,46.54138537
39,15,0,50,933,3.2,43.18,14,39.59771094
39,15,30,46,887,2.5,49.29,12,31.81023484
39,16,0,41,812,1.8,58.65,11,23.1776235
39,16,30,33,698,1.7,67.19,9,14.16962786
39,17,0,22,483,1.6,69.24,7,5.630439472999999
39,17,30,0,0,1.6,74.26,6,0.0
39,18,0,0,0,1.7,78.47,5,0.0
39,18,30,0,0,1.8,84.25,4,0.0
39,19,0,0,0,1.9,82.19,4,0.0
39,19,30,0,0,2.1,82.19,3,0.0
39,20,0,0,0,2.4,78.54,3,0.0
39,20,30,0,0,2.5,84.35,3,0.0
39,21,0,0,0,2.7,80.42,3,0.0
39,21,30,0,0,2.7,80.4,3,0.0
39,22,0,0,0,2.8,77.64,3,0.0
39,22,30,0,0,2.7,77.62,3,0.0
39,23,0,0,0,2.7,76.31,3,0.0
39,23,30,0,0,2.6,82.01,2,0.0
40,0,0,0,0,2.6,81.37,2,0.0
40,0,30,0,0,2.5,81.36,2,0.0
40,1,0,0,0,2.5,81.26,2,0.0
40,1,30,0,0,2.4,81.25,1,0.0
40,2,0,0,0,2.4,80.8,1,0.0
40,2,30,0,0,2.2,80.79,1,0.0
40,3,0,0,0,2.1,79.72,1,0.0
40,3,30,0,0,2.0,79.73,0,0.0
40,4,0,0,0,1.9,85.03,0,0.0
40,4,30,0,0,1.8,85.04,0,0.0
40,5,0,0,0,1.7,85.24,0,0.0
40,5,30,0,0,1.6,79.28,0,0.0
40,6,0,0,0,1.5,79.34,0,0.0
40,6,30,0,0,1.3,79.36,1,0.0
40,7,0,0,0,1.2,82.63,2,0.0
40,7,30,26,386,1.2,71.58,4,5.442937616
40,8,0,43,593,1.4,65.97,6,13.60704494
40,8,30,54,718,1.5,61.52,7,22.33407657
40,9,0,62,796,1.7,54.52,8,30.77939749
40,9,30,68,850,1.7,54.51,9,38.5676626
40,10,0,145,566,1.7,48.84,10,38.19188845
40,10,30,197,468,1.7,48.83,10,40.9131778
40,11,0,75,942,1.7,43.47,11,55.6450637
40,11,30,201,554,1.7,43.45,11,48.7011603
40,12,0,258,46,1.8,42.18,11,26.83724826
40,12,30,198,13,1.9,42.17,11,19.33032567
40,13,0,207,534,2.0,41.9,11,48.13814111
40,13,30,205,498,2.2,44.83,10,44.94819304
40,14,0,79,905,2.5,45.5,10,50.95379712
40,14,30,76,877,2.8,48.72,9,45.23020285
40,15,0,73,828,3.2,50.81,8,38.28656761
40,15,30,77,0,3.2,58.35,7,7.2257306560000005
40,16,0,55,0,3.2,67.13,6,5.161292909
40,16,30,33,0,2.7,72.06,4,3.0968438160000002
40,17,0,13,0,2.3,78.62,3,1.219982184
40,17,30,0,0,2.0,84.5,2,0.0
40,18,0,0,0,1.7,82.94,2,0.0
40,18,30,0,0,1.5,89.18,2,0.0
40,19,0,0,0,1.3,87.0,2,0.0
40,19,30,0,0,1.2,87.03,1,0.0
40,20,0,0,0,1.2,84.3,1,0.0
40,20,30,0,0,1.2,84.32,1,0.0
40,21,0,0,0,1.3,81.77,1,0.0
40,21,30,0,0,1.2,81.79,0,0.0
40,22,0,0,0,1.2,86.75,0,0.0
40,22,30,0,0,1.2,86.79,0,0.0
40,23,0,0,0,1.2,86.8,0,0.0
40,23,30,0,0,1.5,86.84,0,0.0
41,0,0,0,0,1.8,93.31,0,0.0
41,0,30,0,0,2.1,93.34,0,0.0
41,1,0,0,0,2.4,92.42,-1,0.0
41,1,30,0,0,2.5,92.44,-1,0.0
41,2,0,0,0,2.8,97.19,-1,0.0
41,2,30,0,0,2.8,97.21,-1,0.0
41,3,0,0,0,2.8,93.25,-1,0.0
